word_ipa,subword_ipas,audio_file,vowel_ipas,word
meliːce,"me,liː,ce",melike.wav,"e,i,e",melike
melikʃaːh,"me,lik,ʃaːh",meliksah.wav,"e,i,a",melikşah
meɫlɑːh,"meɫ,lɑːh",mellah.wav,"e,ɑ",mellah
meloːdi,"me,loː,di",melodi.wav,"e,o,i",melodi
meloːdɾam,"me,loːd,ɾam",melodram.wav,"e,o,a",melodram
meloːn,"me,loːn",melon.wav,"e,o",melon
mɛɫtɛm,"mɛɫ,tɛm",meltem.wav,"ɛ,ɛ",meltem
meɫuːl,"me,ɫuːl",melul.wav,"e,u",melul
memaːlik,"me,maː,lik",memalik.wav,"e,a,i",memalik
memaːt,"me,maːt",memat.wav,"e,a",memat
membaː,"mem,baː",memba.wav,"e,a",memba
memduh,"mem,duh",memduh.wav,"e,u",memduh
memduːha,"mem,duː,ha",memduha.wav,"e,u,a",memduha
memlecet,"mem,le,cet",memleket.wav,"e,e,e",memleket
memluːk,"mem,luːk",memluk.wav,"e,u",memluk
memnuː,"mem,nuː",memnu.wav,"e,u",memnu
memnun,"mem,nun",memnun.wav,"e,u",memnun
memnuːne,"mem,nuː,ne",memnune.wav,"e,u,e",memnune
memnuːnijet,"mem,nuː,ni,jet",memnuniyet.wav,"e,u,i,e",memnuniyet
meːmuɾ,"meː,muɾ",memur.wav,"e,u",memur
meːmuɾe,"meː,mu,ɾe",memure.wav,"e,u,e",memure
meːmuːɾɛn,"meː,muː,ɾɛn",memuren.wav,"e,u,ɛ",memuren
meːmuɾiːn,"meː,mu,ɾiːn",memurin.wav,"e,u,i",memurin
mɛːmuɾijet,"mɛː,mu,ɾi,jet",memuriyet.wav,"ɛ,u,i,e",memuriyet
mɛn,mɛn,men.wav,ɛ,men
menaːbiː,"me,naː,biː",menabi.wav,"e,a,i",menabi
menaːfiː,"me,naː,fiː",menafi.wav,"e,a,i",menafi
menaʒɛɾ,"me,na,ʒɛɾ",menajer.wav,"e,a,ɛ",menajer
menaːkɯp,"me,naː,kɯp",menakip.wav,"e,a,ɯ",menakıp
menaːkɯpnaːme,"me,naː,kɯp,naː,me",menakipname.wav,"e,a,ɯ,a,e",menakıpname
menaːsik,"me,naː,sik",menasik.wav,"e,a,i",menasik
menat,"me,nat",menat.wav,"e,a",menat
mendebuɾ,"men,de,buɾ",mendebur.wav,"e,e,u",mendebur
mendeɾes,"men,de,ɾes",menderes.wav,"e,e,e",menderes
mendil,"men,dil",mendil.wav,"e,i",mendil
mendiɾek,"men,di,ɾek",mendirek.wav,"e,i,e",mendirek
menekʃɛ,"me,nek,ʃɛ",menekse.wav,"e,e,ɛ",menekşe
menemɛn,"me,ne,mɛn",menemen.wav,"e,e,ɛ",menemen
menɛnɡit͡ʃ,"me,nɛn,ɡit͡ʃ",menengic.wav,"e,ɛ,i",menengiç
menɛnʒit,"me,nɛn,ʒit",menenjit.wav,"e,ɛ,i",menenjit
menɛnt,"me,nɛnt",menent.wav,"e,ɛ",menent
meneviʃ,"me,ne,viʃ",menevis.wav,"e,e,i",meneviş
menfaː,"men,faː",menfa.wav,"e,a",menfa
menfaɑt,"men,fa,ɑt",menfaat.wav,"e,a,ɑ",menfaat
menfaatpeɾest,"men,fa,at,pe,ɾest",menfaatperest.wav,"e,a,a,e,e",menfaatperest
menfaatpɛɾvɛɾ,"men,fa,at,pɛɾ,vɛɾ",menfaatperver.wav,"e,a,a,ɛ,ɛ",menfaatperver
mɛnfez,"mɛn,fez",menfez.wav,"ɛ,e",menfez
meŋfiː,"meŋ,fiː",menfi.wav,"e,i",menfi
mɛŋfuɾ,"mɛŋ,fuɾ",menfur.wav,"ɛ,u",menfur
menɡɛn,"men,ɡɛn",mengen.wav,"e,ɛ",mengen
mɛnɡene,"mɛn,ɡe,ne",mengene.wav,"ɛ,e,e",mengene
menhuːs,"men,huːs",menhus.wav,"e,u",menhus
meni,"me,ni",meni.wav,"e,i",meni
meniscys,"me,nis,cys",meniskus.wav,"e,i,y",menisküs
menkɯːbe,"men,kɯː,be",menkibe.wav,"e,ɯ,e",menkıbe
menkɯːbeviː,"men,kɯː,be,viː",menkibevi.wav,"e,ɯ,e,i",menkıbevi
mencuːl,"men,cuːl",menkul.wav,"e,u",menkul
mennaːn,"men,naːn",mennan.wav,"e,a",mennan
menopoz,"me,no,poz",menopoz.wav,"e,o,o",menopoz
meŋʃeː,"meŋ,ʃeː",mense.wav,"e,e",menşe
mensuːbijet,"men,suː,bi,jet",mensubiyet.wav,"e,u,i,e",mensubiyet
mensuːd͡ʒaːt,"men,suː,d͡ʒaːt",mensucat.wav,"e,u,a",mensucat
mensup,"men,sup",mensup.wav,"e,u",mensup
mɛŋsuɾ,"mɛŋ,suɾ",mensur.wav,"ɛ,u",mensur
mɛŋsuɾ,"mɛŋ,suɾ",mensur.wav,"ɛ,u",menşur
mɛntɑl,"mɛn,tɑl",mental.wav,"ɛ,ɑ",mental
menteʃe,"men,te,ʃe",mentese.wav,"e,e,e",menteşe
mentoːl,"men,toːl",mentol.wav,"e,o",mentol
mentoɾ,"men,toɾ",mentor.wav,"e,o",mentor
meny,"me,ny",menu.wav,"e,y",menü
meŋzil,"meŋ,zil",menzil.wav,"e,i",menzil
menziːle,"men,ziː,le",menzile.wav,"e,i,e",menzile
meɾa,"me,ɾa",mera.wav,"e,a",mera
meɾak,"me,ɾak",merak.wav,"e,a",merak
meɾaːciː,"me,ɾaː,ciː",meraki.wav,"e,a,i",meraki
meɾam,"me,ɾam",meram.wav,"e,a",meram
meɾaːsim,"me,ɾaː,sim",merasim.wav,"e,a,i",merasim
meɾaːtip,"me,ɾaː,tip",meratip.wav,"e,a,i",meratip
mɛɾbut,"mɛɾ,but",merbut.wav,"ɛ,u",merbut
mɛɾbuːtijet,"mɛɾ,buː,ti,jet",merbutiyet.wav,"ɛ,u,i,e",merbutiyet
mɛɾd͡ʒan,"mɛɾ,d͡ʒan",mercan.wav,"ɛ,a",mercan
mɛɾd͡ʒiː,"mɛɾ,d͡ʒiː",merci.wav,"ɛ,i",merci
mɛɾd͡ʒidaːbɯk,"mɛɾ,d͡ʒi,daː,bɯk",mercidabik.wav,"ɛ,i,a,ɯ",mercidabık
mɛɾd͡ʒimek,"mɛɾ,d͡ʒi,mek",mercimek.wav,"ɛ,i,e",mercimek
mɛɾdaːne,"mɛɾ,daː,ne",merdane.wav,"ɛ,a,e",merdane
mɛɾdikɯptiː,"mɛɾ,di,kɯp,tiː",merdikipti.wav,"ɛ,i,ɯ,i",merdikıpti
meɾdivɛn,"meɾ,di,vɛn",merdiven.wav,"e,i,ɛ",merdiven
mɛɾdymɡiɾiːz,"mɛɾ,dym,ɡi,ɾiːz",merdumgiriz.wav,"ɛ,y,i,i",merdümgiriz
meɾet,"me,ɾet",meret.wav,"e,e",meret
mɛɾhabaː,"mɛɾ,ha,baː",merhaba.wav,"ɛ,a,a",merhaba
mɛɾhale,"mɛɾ,ha,le",merhale.wav,"ɛ,a,e",merhale
mɛɾhamet,"mɛɾ,ha,met",merhamet.wav,"ɛ,a,e",merhamet
mɛɾhametɛn,"mɛɾ,ha,me,tɛn",merhameten.wav,"ɛ,a,e,ɛ",merhameten
mɛɾhɛm,"mɛɾ,hɛm",merhem.wav,"ɛ,ɛ",merhem
mɛɾhuːm,"mɛɾ,huːm",merhum.wav,"ɛ,u",merhum
mɛɾhuːme,"mɛɾ,huː,me",merhume.wav,"ɛ,u,e",merhume
meɾidjɛn,"me,ɾid,jɛn",meridyen.wav,"e,i,ɛ",meridyen
meɾih,"me,ɾih",merih.wav,"e,i",merih
mɛɾkantilizm,"mɛɾ,kan,ti,lizm",merkantilizm.wav,"ɛ,a,i,i",merkantilizm
mɛɾkat,"mɛɾ,kat",merkat.wav,"ɛ,a",merkat
mɛɾcep,"mɛɾ,cep",merkep.wav,"ɛ,e",merkep
mɛɾcez,"mɛɾ,cez",merkez.wav,"ɛ,e",merkez
mɛɾcezijet,"mɛɾ,ce,zi,jet",merkeziyet.wav,"ɛ,e,i,e",merkeziyet
mɛɾcezijett͡ʃilik,"mɛɾ,ce,zi,jet,t͡ʃi,lik",merkeziyetcilik.wav,"ɛ,e,i,e,i,i",merkeziyetçilik
mɛɾcezkat͡ʃ,"mɛɾ,cez,kat͡ʃ",merkezkac.wav,"ɛ,e,a",merkezkaç
mɛɾmɛɾ,"mɛɾ,mɛɾ",mermer.wav,"ɛ,ɛ",mermer
mɛɾmi,"mɛɾ,mi",mermi.wav,"ɛ,i",mermi
mɛɾɾe,"mɛɾ,ɾe",merre.wav,"ɛ,e",merre
mɛɾseɾize,"mɛɾ,se,ɾi,ze",merserize.wav,"ɛ,e,i,e",merserize
mɛɾsin,"mɛɾ,sin",mersin.wav,"ɛ,i",mersin
mɛɾsije,"mɛɾ,si,je",mersiye.wav,"ɛ,i,e",mersiye
mɛɾt,mɛɾt,mert.wav,ɛ,mert
mɛɾtebe,"mɛɾ,te,be",mertebe.wav,"ɛ,e,e",mertebe
mɛɾv,mɛɾv,merv.wav,ɛ,merv
mɛɾve,"mɛɾ,ve",merve.wav,"ɛ,e",merve
mɛɾjɛm,"mɛɾ,jɛm",meryem.wav,"ɛ,ɛ",meryem
mesaːbe,"me,saː,be",mesabe.wav,"e,a,e",mesabe
mesaːd͡ʒid,"me,saː,d͡ʒid",mesacid.wav,"e,a,i",mesacid
mesaːfe,"me,saː,fe",mesafe.wav,"e,a,e",mesafe
mesaːiː,"me,sa,ːiː",mesai.wav,"e,a,i",mesai
mesaʒ,"me,saʒ",mesaj.wav,"e,a",mesaj
meʃakcɑt,"me,ʃak,cɑt",mesakkat.wav,"e,a,ɑ",meşakkat
meʃale,"me,ʃa,le",mesale.wav,"e,a,e",meşale
mesaːne,"me,saː,ne",mesane.wav,"e,a,e",mesane
meʃaːjih,"me,ʃaː,jih",mesayih.wav,"e,a,i",meşayih
meʃbuː,"meʃ,buː",mesbu.wav,"e,u",meşbu
mesd͡ʒit,"mes,d͡ʒit",mescit.wav,"e,i",mescit
mesɛl,"me,sɛl",mesel.wav,"e,ɛ",mesel
mesɛlɑː,"me,sɛ,lɑː",mesela.wav,"e,ɛ,ɑ",mesela
mesele,"me,se,le",mesele.wav,"e,e,e",mesele
meseɾɾet,"me,seɾ,ɾet",meserret.wav,"e,e,e",meserret
meʃɡale,"meʃ,ɡa,le",mesgale.wav,"e,a,e",meşgale
meʃɡuːl,"meʃ,ɡuːl",mesgul.wav,"e,u",meşgul
mesh,mesh,mesh.wav,e,mesh
meʃhet,"meʃ,het",meshet.wav,"e,e",meşhet
meʃhuːɾ,"meʃ,huːɾ",meshur.wav,"e,u",meşhur
meʃhuːɾ,"meʃ,huːɾ",meshur.wav,"e,u",meshur
meʃhuːɾe,"meʃ,huː,ɾe",meshure.wav,"e,u,e",meşhure
mesih,"me,sih",mesih.wav,"e,i",mesih
meʃiːhɑt,"me,ʃiː,hɑt",mesihat.wav,"e,i,ɑ",meşihat
meʃin,"me,ʃin",mesin.wav,"e,i",meşin
mesiːɾe,"me,siː,ɾe",mesire.wav,"e,i,e",mesire
mescenet,"mes,ce,net",meskenet.wav,"e,e,e",meskenet
meʃcuːːk,"meʃ,cuːːk",meskuk.wav,"e,u",meşkûk
mescuːːcaːːt,"mes,cuːː,caːːt",meskukat.wav,"e,u,a",meskûkât
meskuːn,"mes,kuːn",meskun.wav,"e,u",meskûn
meʃcuːːɾ,"meʃ,cuːːɾ",meskur.wav,"e,u",meşkûr
mescuːt,"mes,cuːt",meskut.wav,"e,u",meskût
meslek,"mes,lek",meslek.wav,"e,e",meslek
mesleciː,"mes,le,ciː",mesleki.wav,"e,e,i",mesleki
mesmuː,"mes,muː",mesmu.wav,"e,u",mesmu
mesnet,"mes,net",mesnet.wav,"e,e",mesnet
mesneviː,"mes,ne,viː",mesnevi.wav,"e,e,i",mesnevi
meʃɾep,"meʃ,ɾep",mesrep.wav,"e,e",meşrep
meʃɾuː,"meʃ,ɾuː",mesru.wav,"e,u",meşru
meʃɾuːbaːt,"meʃ,ɾuː,baːt",mesrubat.wav,"e,u,a",meşrubat
meʃɾuːhaːt,"meʃ,ɾuː,haːt",mesruhat.wav,"e,u,a",meşruhat
meʃɾuːiːjet,"meʃ,ɾu,ːiː,jet",mesruiyet.wav,"e,u,i,e",meşruiyet
mesɾuːɾ,"mes,ɾuːɾ",mesrur.wav,"e,u",mesrur
meʃɾuːt,"meʃ,ɾuːt",mesrut.wav,"e,u",meşrut
meʃɾuːtɛn,"meʃ,ɾuː,tɛn",mesruten.wav,"e,u,ɛ",meşruten
meʃɾuːtiː,"meʃ,ɾuː,tiː",mesruti.wav,"e,u,i",meşruti
meʃɾuːtijett͡ʃilik,"meʃ,ɾuː,ti,jet,t͡ʃi,lik",mesrutiyetcilik.wav,"e,u,i,e,i,i",meşrutiyetçilik
mest,mest,mest.wav,e,mest
mestaːn,"mes,taːn",mestan.wav,"e,a",mestan
mestaːne,"mes,taː,ne",mestane.wav,"e,a,e",mestâne
mestaːne,"mes,taː,ne",mestane.wav,"e,a,e",mestane
mestuːɾ,"mes,tuːɾ",mestur.wav,"e,u",mestur
mestuːɾe,"mes,tuː,ɾe",mesture.wav,"e,u,e",mesture
mesuːde,"me,suː,de",mesude.wav,"e,u,e",mesude
mɛsuːːl,"mɛ,suːːl",mesul.wav,"ɛ,u",mesul
meʃuːm,"me,ʃuːm",mesum.wav,"e,u",meşum
meʃveɾet,"meʃ,ve,ɾet",mesveret.wav,"e,e,e",meşveret
metaː,"me,taː",meta.wav,"e,a",meta
metabolizma,"me,ta,bo,liz,ma",metabolizma.wav,"e,a,o,i,a",metabolizma
metafizik,"me,ta,fi,zik",metafizik.wav,"e,a,i,i",metafizik
metafoɾ,"me,ta,foɾ",metafor.wav,"e,a,o",metafor
metafoɾik,"me,ta,fo,ɾik",metaforik.wav,"e,a,o,i",metaforik
metɑl,"me,tɑl",metal.wav,"e,ɑ",metal
metalik,"me,ta,lik",metalik.wav,"e,a,i",metalik
metalyɾʒi,"me,ta,lyɾ,ʒi",metalurji.wav,"e,a,y,i",metalürji
metamoɾfoz,"me,ta,moɾ,foz",metamorfoz.wav,"e,a,o,o",metamorfoz
metaːnet,"me,taː,net",metanet.wav,"e,a,e",metanet
metastaz,"me,tas,taz",metastaz.wav,"e,a,a",metastaz
metazoɾi,"me,ta,zo,ɾi",metazori.wav,"e,a,o,i",metazori
metd͡ʒeziɾ,"met,d͡ʒe,ziɾ",metcezir.wav,"e,e,i",metcezir
metɛoɾoɫoʒi,"me,tɛ,o,ɾo,ɫo,ʒi",meteoroloji.wav,"e,ɛ,o,o,o,i",meteoroloji
methaːl,"met,haːl",methal.wav,"e,a",methal
methijɛ,"met,hi,jɛ",methiye.wav,"e,i,ɛ",methiye
metin,"me,tin",metin.wav,"e,i",metin
metodoloːʒi,"me,to,do,loː,ʒi",metodoloji.wav,"e,o,o,o,i",metodoloji
metot,"me,tot",metot.wav,"e,o",metot
metɾaʒ,"met,ɾaʒ",metraj.wav,"e,a",metraj
metɾe,"met,ɾe",metre.wav,"e,e",metre
metɾes,"met,ɾes",metres.wav,"e,e",metres
metɾopoːl,"met,ɾo,poːl",metropol.wav,"e,o,o",metropol
metɾuːk,"met,ɾuːk",metruk.wav,"e,u",metruk
metɾuːcɑːt,"met,ɾuː,cɑːt",metrukat.wav,"e,u,ɑ",metrukât
metɾuːce,"met,ɾuː,ce",metruke.wav,"e,u,e",metruke
mevaːid,"me,va,ːid",mevaid.wav,"e,a,i",mevaid
mevd͡ʒ,mevd͡ʒ,mevc.wav,e,mevc
mevd͡ʒe,"mev,d͡ʒe",mevce.wav,"e,e",mevce
mevd͡ʒuːdaːt,"mev,d͡ʒuː,daːt",mevcudat.wav,"e,u,a",mevcudat
mevd͡ʒuːdɛn,"mev,d͡ʒuː,dɛn",mevcuden.wav,"e,u,ɛ",mevcuden
mevd͡ʒuːdijet,"mev,d͡ʒuː,di,jet",mevcudiyet.wav,"e,u,i,e",mevcudiyet
mevd͡ʒut,"mev,d͡ʒut",mevcut.wav,"e,u",mevcut
mevduaːt,"mev,du,aːt",mevduat.wav,"e,u,a",mevduat
meveddet,"me,ved,det",meveddet.wav,"e,e,e",meveddet
mevhiːbe,"mev,hiː,be",mevhibe.wav,"e,i,e",mevhibe
mevhiːbeiilɑːhije,"mev,hiː,be,i,i,lɑː,hi,je",mevhibeiilahiye.wav,"e,i,e,i,i,ɑ,i,e",mevhibeiilahiye
mevhuːm,"mev,huːm",mevhum.wav,"e,u",mevhum
mevciː,"mev,ciː",mevki.wav,"e,i",mevki
mevciːdaʃ,"mev,ciː,daʃ",mevkidas.wav,"e,i,a",mevkidaş
mevkuːf,"mev,kuːf",mevkuf.wav,"e,u",mevkuf
mevkuːfɛn,"mev,kuː,fɛn",mevkufen.wav,"e,u,ɛ",mevkufen
mevkuːfijet,"mev,kuː,fi,jet",mevkufiyet.wav,"e,u,i,e",mevkufiyet
mevkuːt,"mev,kuːt",mevkut.wav,"e,u",mevkut
mevkuːte,"mev,kuː,te",mevkute.wav,"e,u,e",mevkute
mevlɑː,"mev,lɑː",mevla.wav,"e,ɑ",mevla
mevlɑːnaː,"mev,lɑː,naː",mevlana.wav,"e,ɑ,a",mevlana
mevleviː,"mev,le,viː",mevlevi.wav,"e,e,i",mevlevi
mevleviːhːane,"mev,le,viːh,ːa,ne",mevlevihane.wav,"e,e,i,a,e",mevlevihane
mevleviːlik,"mev,le,viː,lik",mevlevilik.wav,"e,e,i,i",mevlevilik
mevlithaːn,"mev,lit,haːn",mevlithan.wav,"e,i,a",mevlithan
mevlyt,"mev,lyt",mevlut.wav,"e,y",mevlüt
mevsim,"mev,sim",mevsim.wav,"e,i",mevsim
mevt,mevt,mevt.wav,e,mevt
mevtaː,"mev,taː",mevta.wav,"e,a",mevta
mevuːd,"me,vuːd",mevut.wav,"e,u",mevut
mevvaːd͡ʒ,"mev,vaːd͡ʒ",mevvac.wav,"e,a",mevvac
mevziiː,"mev,zi,iː",mevzii.wav,"e,i,i",mevzii
mevzuː,"mev,zuː",mevzu.wav,"e,u",mevzu
mevzuaːt,"mev,zu,aːt",mevzuat.wav,"e,u,a",mevzuat
mevzuːbahis,"mev,zuː,ba,his",mevzubahis.wav,"e,u,a,i",mevzubahis
mevzuːn,"mev,zuːn",mevzun.wav,"e,u",mevzun
mej,mej,mey.wav,e,mey
mejan,"me,jan",meyan.wav,"e,a",meyan
mejaːne,"me,jaː,ne",meyane.wav,"e,a,e",meyane
mejdan,"mej,dan",meydan.wav,"e,a",meydan
mejhaːne,"mej,haː,ne",meyhane.wav,"e,a,e",meyhane
mejhoʃ,"mej,hoʃ",meyhos.wav,"e,o",meyhoş
mejil,"me,jil",meyil.wav,"e,i",meyil
mejletmek,"mej,let,mek",meyletmek.wav,"e,e,e",meyletmek
mejmenet,"mej,me,net",meymenet.wav,"e,e,e",meymenet
mejmenetsiz,"mej,me,net,siz",meymenetsiz.wav,"e,e,e,i",meymenetsiz
mejmuːn,"mej,muːn",meymun.wav,"e,u",meymun
meːjuːs,"meː,juːs",meyus.wav,"e,u",meyus
mɛːjuːsaːne,"mɛː,juː,saː,ne",meyusane.wav,"ɛ,u,a,e",meyusane
meːjuːsijet,"meː,juː,si,jet",meyusiyet.wav,"e,u,i,e",meyusiyet
mejve,"mej,ve",meyve.wav,"e,e",meyve
mejjɑːl,"mej,jɑːl",meyyal.wav,"e,ɑ",meyyal
mejjit,"mej,jit",meyyit.wav,"e,i",meyyit
mezaːlim,"me,zaː,lim",mezalim.wav,"e,a,i",mezalim
mezaːmiɾ,"me,zaː,miɾ",mezamir.wav,"e,a,i",mezamir
mezaɾ,"me,zaɾ",mezar.wav,"e,a",mezar
mezat,"me,zat",mezat.wav,"e,a",mezat
mezatt͡ʃɯ,"me,zat,t͡ʃɯ",mezatci.wav,"e,a,ɯ",mezatçı
mɛzbaha,"mɛz,ba,ha",mezbaha.wav,"ɛ,a,a",mezbaha
mezbele,"mez,be,le",mezbele.wav,"e,e,e",mezbele
mezbelelik,"mez,be,le,lik",mezbelelik.wav,"e,e,e,i",mezbelelik
mezd͡ʒetmek,"mez,d͡ʒet,mek",mezcetmek.wav,"e,e,e",mezcetmek
meze,"me,ze",meze.wav,"e,e",meze
mezeɫlet,"me,zeɫ,let",mezellet.wav,"e,e,e",mezellet
mezhep,"mez,hep",mezhep.wav,"e,e",mezhep
mezhept͡ʃi,"mez,hep,t͡ʃi",mezhepci.wav,"e,e,i",mezhepçi
mezijet,"me,zi,jet",meziyet.wav,"e,i,e",meziyet
mezcuːːɾ,"mez,cuːːɾ",mezkur.wav,"e,u",mezkûr
mezmuːɾ,"mez,muːɾ",mezmur.wav,"e,u",mezmur
mezopotamja,"me,zo,po,tam,ja",mezopotamya.wav,"e,o,o,a,a",mezopotamya
mezɾaː,"mez,ɾaː",mezra.wav,"e,a",mezra
meːzun,"meː,zun",mezun.wav,"e,u",mezun
mezuɾa,"me,zu,ɾa",mezura.wav,"e,u,a",mezura
miaːt,"mi,aːt",miat.wav,"i,a",miat
miːde,"miː,de",mide.wav,"i,e",mide
miːdeviː,"miː,de,viː",midevi.wav,"i,e,i",midevi
midibys,"mi,di,bys",midibus.wav,"i,i,y",midibüs
midiɫli,"mi,diɫ,li",midilli.wav,"i,i,i",midilli
midje,"mid,je",midye.wav,"i,e",midye
miftaːh,"mif,taːh",miftah.wav,"i,a",miftah
miːfɛɾ,"miː,fɛɾ",migfer.wav,"i,ɛ",miğfer
mihaːniciː,"mi,haː,ni,ciː",mihaniki.wav,"i,a,i,i",mihaniki
mihenk,"mi,henk",mihenk.wav,"i,e",mihenk
mihmaːn,"mih,maːn",mihman.wav,"i,a",mihman
mihmandaːɾ,"mih,man,daːɾ",mihmandar.wav,"i,a,a",mihmandar
mihnet,"mih,net",mihnet.wav,"i,e",mihnet
mihnɛtceʃ,"mih,nɛt,ceʃ",mihnetkes.wav,"i,ɛ,e",mihnetkeş
mihnetceʃaːn,"mih,net,ce,ʃaːn",mihnetkesan.wav,"i,e,e,a",mihnetkeşan
mihɾ,mihɾ,mihr.wav,i,mihr
mihɾaːd͡ʒe,"mih,ɾaː,d͡ʒe",mihrace.wav,"i,a,e",mihrace
mihɾaːk,"mih,ɾaːk",mihrak.wav,"i,a",mihrak
mihɾaːp,"mih,ɾaːp",mihrap.wav,"i,a",mihrap
mihɾibaːn,"mih,ɾi,baːn",mihriban.wav,"i,i,a",mihriban
mihvɛɾ,"mih,vɛɾ",mihver.wav,"i,ɛ",mihver
mikado,"mi,ka,do",mikado.wav,"i,a,o",mikado
micɑːil,"mi,cɑ,ːil",mikail.wav,"i,ɑ,i",mikâil
mɯknatɯs,"mɯk,na,tɯs",miknatis.wav,"ɯ,a,ɯ",mıknatıs
mɯknatɯsiː,"mɯk,na,tɯ,siː",miknatisi.wav,"ɯ,a,ɯ,i",mıknatisi
mikɾofon,"mik,ɾo,fon",mikrofon.wav,"i,o,o",mikrofon
mikɾoskop,"mik,ɾos,kop",mikroskop.wav,"i,o,o",mikroskop
miktaɾ,"mik,taɾ",miktar.wav,"i,a",miktar
mikjaːs,"mik,jaːs",mikyas.wav,"i,a",mikyas
miːlɑːdiː,"miː,lɑː,diː",miladi.wav,"i,ɑ,i",miladi
miːlɑt,"miː,lɑt",milat.wav,"i,ɑ",milat
milɛl,"mi,lɛl",milel.wav,"i,ɛ",milel
milɛnjum,"mi,lɛn,jum",milenyum.wav,"i,ɛ,u",milenyum
miɫlet,"miɫ,let",mille.wav,"i,e",mille
miɫlet,"miɫ,let",millet.wav,"i,e",millet
miɫletveciːli,"miɫ,let,ve,ciː,li",milletvekili.wav,"i,e,e,i,i",milletvekili
miɫli,"miɫ,li",milli.wav,"i,i",milli
miɫli,"miɫ,li",milli.wav,"i,i",millî
miɫlije,"miɫ,li,je",milliye.wav,"i,i,e",milliye
miɫlijet,"miɫ,li,jet",milliyet.wav,"i,i,e",milliyet
miɫlijett͡ʃi,"miɫ,li,jet,t͡ʃi",milliyetci.wav,"i,i,e,i",milliyetçi
miɫlijetpɛɾvɛɾ,"miɫ,li,jet,pɛɾ,vɛɾ",milliyetperver.wav,"i,i,e,ɛ,ɛ",milliyetperver
miɫjaɾdɛɾ,"miɫ,jaɾ,dɛɾ",milyarder.wav,"i,a,ɛ",milyarder
miːmaːɾ,"miː,maːɾ",mimar.wav,"i,a",mimar
miːmaːɾaːn,"miː,maː,ɾaːn",mimaran.wav,"i,a,a",mimaran
miːmaːɾiː,"miː,maː,ɾiː",mimari.wav,"i,a,i",mimari
mimesis,"mi,me,sis",mimesis.wav,"i,e,i",mimesis
mimik,"mi,mik",mimik.wav,"i,i",mimik
miːnaː,"miː,naː",mina.wav,"i,a",mina
minakop,"mi,na,kop",minakop.wav,"i,a,o",minakop
minaːɾe,"mi,naː,ɾe",minare.wav,"i,a,e",minare
minbɛɾ,"min,bɛɾ",minber.wav,"i,ɛ",minber
mindɛɾ,"min,dɛɾ",minder.wav,"i,ɛ",minder
mine,"mi,ne",mine.wav,"i,e",mine
mineɾɑl,"mi,ne,ɾɑl",mineral.wav,"i,e,ɑ",mineral
minibys,"mi,ni,bys",minibus.wav,"i,i,y",minibüs
minimɑl,"mi,ni,mɑl",minimal.wav,"i,i,ɑ",minimal
minimize,"mi,ni,mi,ze",minimize.wav,"i,i,i,e",minimize
minimum,"mi,ni,mum",minimum.wav,"i,i,u",minimum
minkaːɾ,"min,kaːɾ",minkar.wav,"i,a",minkar
minkaːɾiː,"min,kaː,ɾiː",minkari.wav,"i,a,i",minkari
minnet,"min,net",minnet.wav,"i,e",minnet
minnettaːɾ,"min,net,taːɾ",minnettar.wav,"i,e,a",minnettar
minnettaɾaːne,"min,net,ta,ɾaː,ne",minnettarane.wav,"i,e,a,a,e",minnettarane
mintan,"min,tan",mintan.wav,"i,a",mintan
mɯntɯka,"mɯn,tɯ,ka",mintika.wav,"ɯ,ɯ,a",mıntıka
mɯntɯkaviː,"mɯn,tɯ,ka,viː",mintikavi.wav,"ɯ,ɯ,a,i",mıntıkavi
minvɑːl,"min,vɑːl",minval.wav,"i,ɑ",minval
miŋjatyɾ,"miŋ,ja,tyɾ",minyatur.wav,"i,a,y",minyatür
miːɾ,miːɾ,mir.wav,i,mir
miɾaɫaj,"mi,ɾa,ɫaj",miralay.wav,"i,a,a",miralay
miːɾaːs,"miː,ɾaːs",miras.wav,"i,a",miras
miɾaːt,"mi,ɾaːt",mirat.wav,"i,a",mirat
miːɾiː,"miː,ɾiː",miri.wav,"i,i",mirî
miɾsat,"miɾ,sat",mirsat.wav,"i,a",mirsat
miɾza,"miɾ,za",mirza.wav,"i,a",mirza
misaːfiɾ,"mi,saː,fiɾ",misafir.wav,"i,a,i",misafir
misaːfiɾhaːne,"mi,saː,fiɾ,haː,ne",misafirhane.wav,"i,a,i,a,e",misafirhane
misaːfiɾpɛɾvɛɾ,"mi,saː,fiɾ,pɛɾ,vɛɾ",misafirperver.wav,"i,a,i,ɛ,ɛ",misafirperver
miːsaːk,"miː,saːk",misak.wav,"i,a",misak
miːsaːkɯmiɫliː,"miː,saː,kɯ,miɫ,liː",misakimilli.wav,"i,a,ɯ,i,i",misakımillî
misaːl,"mi,saːl",misal.wav,"i,a",misal
mɯsbaːh,"mɯs,baːh",misbah.wav,"ɯ,a",mısbah
misil,"mi,sil",misil.wav,"i,i",misil
misiɫleme,"mi,siɫ,le,me",misilleme.wav,"i,i,e,e",misilleme
misina,"mi,si,na",misina.wav,"i,i,a",misina
mɯsɯɾ,"mɯ,sɯɾ",misir.wav,"ɯ,ɯ",mısır
misk,misk,misk.wav,i,misk
mɯskal,"mɯs,kal",miskal.wav,"ɯ,a",mıskal
mɯskal,"mɯs,kal",miskal.wav,"ɯ,a",miskal
